nombre,tipo_plaza,ciudad,wifi,cine,estacionamiento,tiendas,niveles,Autoservicio,"Cafés, Helados y Dulces",Calzado,Departamental,Deportes,Dulces y Chocolates,Entretenimiento,Gimnasio,"Foto, Música, Libros y Regalos",Hogar,Joyería y Accesorios,Mascotas,Moda,Niños y bebés,Ópticas,Otros,Restaurantes y Food Court,Salud y Belleza,Servicios,Tecnología,Vinos y Licores,num_elementos,num_tiendas
centro comercial interlomas,Lifestyle Center,Estado de ... Naucalpan ...,si,si,si,si,3 niveles,Chedraui '," 'Café Society', 'Nutrisa'"," 'El Borcegui', 'Elephoot', 'NoL & RoD', 'Sweet Steps'",Sanborns',"'Transvision Bike', 'Xtreme Planet'","A' Chocolart, 'Arnoldi', 'Central Dulcera', 'Chez Marblan', 'Chilim Balam', 'Dulcería Internacional', 'Notre Dame Paris Chocolat'","'Cinépolis', 'Gymboree', 'Hobby Centro', 'La Casita de Tom'"," 'Dojo Arteaga Do Zen Karate Do', 'Electrofit 20 Forfit', 'Reto 50', 'Sport and Therapy', 'Wodbox'"," 'Capucine', 'Carlos Car', 'El Baúl', 'Estambres Teress', 'Gabuzzi, Mantelería y Decoraci...', 'Kiosko del Libro Trillas', 'Limited Edition', 'Magic Shop', 'Multiregalos', 'Smart Haus'","'Ah Víta', 'Armonic Stone & Wood Design', 'Atlas City Comfort', 'Bio Mattress', 'Caravaggio', 'Caspi', 'Central Diseño de Interiores', 'Chiffonnier Interiorismo & Mobi...', 'Comex', 'Cosmos Servicios Decorativos', 'Decomural Interiores', 'Discover Asia', 'Duramen Ixko', 'Entre Lienzos', 'Exis Posters', 'Fiorence Atelier Floral', 'Galerías Chippendale', 'Galerías G y L', 'Grand Home', 'Huatan', 'Hunter Douglas', 'Inspire Me Home Decor', 'Inter i Möbel', 'Interia muebles sobre diseño', 'Interioriza', 'Intershades', 'Jr Mueblería', 'Kamaleone', 'Kolba', 'La Casa de las Chimeneas', 'Muebles Cook', 'Muebles Pergo', 'Perugino', 'Quattro', 'Recolecta Gouda Art Gallery', 'RM Muebles', 'SAR', 'Skyfloor Castel', 'Tapetes Samadi', 'Trends Outdoor', 'Uma Muebleambiente', 'Vintage Home', 'Vivandi Cucine'","'Aruchel', 'Bisjard', 'Clarisse I y II', ""D'Angelos"", ""D'Ghama"", 'Fuentes Joyeros', 'Mitik Jewels', 'Oro & Cash', 'Rosell', 'Sueños de Luz', 'The World Service Swiss', 'Yare'",Centro Veterinario Interlomas',"'Andanzza', 'Anilú Diez', 'Appel Moda', ""Cecy's Boutique"", 'Elena Larrabure', 'Ks Café Boutique', 'La Casa del Medio Oriente', 'Loppianno', 'Mandarina', 'Newland', 'Parfait', 'Vite LePosh'","'Educalli', 'Final Touch', 'Kiddie Shop'","Óptica Turatti', 'Ópticas Lux', 'Optikal & Krono Shop'"," 'Bóxer Store', 'Cuesta Rey', 'Kapital', 'Most'"," 'Beirut Café', 'Bronto Hamburguesas', 'Caldito de Pollo', 'Cassava Roots', 'China King', ""Curry's"", 'Delicias en Baguette', 'Flautas más que un antojo', 'Fresco y Natural', ""Happy's Pizza"", 'Las Flautas y Los Alambres', 'Las Mexicanitas', 'Life Green', 'Lo + Rico', 'Lucky Comida China', 'Magritte', 'Mega QueK', 'Pollos Río Po', 'Punto y Coma', 'Taco Green', 'Tortas La Castellana', 'Tres Generaciones (Los Panchos)'","'Casa Barba', 'Kitten Dolls!'"," '360° Dental Studio', 'A&J Diseños Uniformes', 'Academia de Música Intermusic', 'Academia Presburgo', 'Academia Rivero', 'Acadez', 'Alianza Francesa', 'Aloha Mental Arithmetic', 'Arkidinámica', 'Art Center & Gallery', 'Arte Espacio', 'Audio, Video y Reparación', 'Baby Barber', 'Bellizzima', 'Bilingual Learning Center- Cent...', 'Blanchard Empowerment', 'Body Beauty Center', 'Boue Despacho', 'Boxer Láser', 'Car Wash', 'Casa Gose Centro Cambiario', 'Centro de Impresión Interlomas', 'Centro Fotográfico de Identifi...', 'Century 21 Ramos & Ambriz', 'Chem Dry', 'Correos de México', 'Dance House', 'Dental Smiles', 'Depelle', 'DJ Space Music and DJ School', 'Don Bolero', 'DRD 3D Interlomas', 'Dryclean USA', 'El Corte Inglés', 'Farmacias Similares', 'Ferreléctrica Lomas', 'First Bienes Raíces', 'Formato Medio', 'G & K Armony + Beauty', 'Gabhy Hair Boutique', 'Global Shield Zone', 'Grupo ADCCO', 'Grupo Bosques Bienes Raíces', 'Grupo Granada', 'Guinot', 'Hamer Sharp', 'Homeopatía Farmacia', 'House Hands & Feet Spa', 'HSBC', 'Image Centre Beauté', 'Instituto Francés de Cosmetolo...', 'Iusacell', 'Jolies Mains Uñas', 'Joss Claude', 'La Bella Época', 'La Costura Perfecta', 'La Gran Puntada', 'La Nueva Proveedora del Hogar', 'La Plancha', 'Lacio', 'Le Grand Tour', 'Le Monde', 'León y Asociados', 'Limpiaorg', 'Lumen', 'Mark Studio', 'Meditec Spa', 'Modas Marylú', 'Módulo de Denuncia Exprés', 'Módulo Fiscal', 'Openbook', 'Pakmail', 'Patricio Díaz', 'Peluquería Cax', 'Plancha Mía', 'Procas', 'Promo Buses Publicidad', 'Provisa', 'Puntada de Ángel', 'Quick Service', 'REMAX Savic', 'S y P Servicios Integrales Prof...', 'Sareem', ""Sastería Ziro's"", 'Sastrería Linares', 'Servicios Fiscales de Pirules', 'Siempre Bellas', 'Skara Makeup Solutions', 'Solís y Asociados', 'Suravani Health Zone', 'Tijeritas', 'Turismo Majestic', 'U-Talent México', 'Ultra Esvelta', 'Universo Educativo', 'Vendo Mi Coche', 'Vida Abuelo', 'Wonder Lashes', 'Ziti Brokers'",RadioShack',0,20,238
centro comercial gransur,Lifestyle Center,CDMX,si,si,si,si,1 nivel,'Comercial Mexicana'," 'La Michoacana', 'Nutrisa', 'Starbucks'","'AltoNove', 'Antela Rossi', 'Bandolino', 'Dorothy Gaynor', 'Equinox', 'Flexi', 'Humanic Zapaterías', 'Mistertennis', 'Shuss', ""The Athlete's Foot"", 'Vans', 'Zapaterías Tropic'","'Coppel', 'Sanborns', 'Suburbia'","'Atléticos', 'Dportenis', 'Martí', 'Martí Nike', 'Xtreme Planet'"," 'Chilim Balam', 'Granel Dulcerías'","'Cinemex', 'Game Planet', 'Jumping Clay', 'La Pista', 'Mixup', 'Recórcholis', 'Super Kids', 'Yak'",0,"'Casa de Mil Colores', 'Casa del Libro', 'China Oriental', 'Fotogenia', 'Photofolio'","'Bed Bath & Beyond', ""D'Europe"", 'Fashion Moble Art'","'Cristal Joyas', ""D'oro"", 'Mobo', 'Monde Pell', 'Onix', 'Piky Accessories'","'Maskota', 'Pet Planet'","'Aldo Conti', 'BARI Swimwear', 'Bershka', 'Britos Jeans', 'C&A', 'Calzedonia', 'Casa Vogue', 'Ferrioni', 'Hang Ten', 'Intimissimi', 'Julio', 'Kurian', 'La Vega', 'Líneas', 'Liz Minelli', 'LOB', 'Marel', 'Marsel', 'Martha Díaz', ""Men's Factory"", 'Patce', 'Pour la Mode', 'Pull & Bear', 'Vittorio Forti', 'World Evolution', 'Zara'"," 'Campanita & Kids', 'Cariñitos', 'El Mundo Didáctico'","'Más Visión', 'Ópticas Devlyn', 'Ópticas Devlyn'",0,"'Asadero Beef', 'Burger King', ""Chili's"", 'Delicia Mexicana', ""Domino's Pizza"", 'Garabatos', 'Green Grass', ""Italianni's"", 'Ka Wong', 'La Delicia Yucateca', 'La Fe, comida china', 'Las Juanas Tortería', 'Mr. Sushi', 'Restaurantes California', 'Señor Taco', 'Subway', 'Sushi Itto', 'Taco Inn', 'Teposquites', 'Teriyaki San', 'Tutti Frutti Frozen Yogurt', ""Wing's Army""","'Bellísima', 'Gelden', 'GNC', 'PS Uñas', 'Sally Beauty'"," 'Actinver', 'Autofin', 'Banamex', 'Banorte', 'BBVA ', 'Business & Therapy Place', ""D'imagen"", ""D'pelitos"", 'Dentalia', 'Depelle', 'Estética Champs Elysees', 'Factory Nails', 'Ficrea', 'HSBC', 'Iusacell', 'IXE', 'Look Shain', 'Montepío Luz Saviñón', 'Office Max', 'Quálitas', 'Quest Diagnostics', 'Santander', 'Scotiabank', 'Slim Center', 'Tintorerías Pressto', 'Torre Blanca'","'Distribuidor Telcel', 'Movistar', 'Movistar Centro De Atención A ...', 'RadioShack', 'Steren Shop'",0,18,140
centro comercial galerias,Fashion Hall,Aguascalientes,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centro comercial expoplaza aguascalientes,Lifestyle Center,Aguascalientes,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centro comercial el parian,Lifestyle Center,Aguascalientes,si,si,si,si,3 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centro comercial cruz del sur,Lifestyle Center,Puebla Heróica P...,si,si,si,si,2 niveles,Cheadraui',"'Café Punta del Cielo', 'El Globo', 'La Nonna', 'La Rosita de Atlixco', 'Nutrisa', 'The Italian Coffee'","Flexi', 'Liz Guerrero', 'Mistertennis', 'San Remo', 'Zapaterías Tropic'",Coppel',"'Martí Outlet', 'Sport Life', 'Total Training', 'Wallis Travel & Outdoor'",Dragulces',Cinépolis',0,"'Etnia', 'Hitbox', 'Hobbies', 'Mochilas Macoy', 'Regalos Ani'"," 'Decoraciones Tere', 'Ingenia Muebles', 'Parisina', 'Veana'","Gabriela's, 'Joyerías Leo', 'Mar de Plata', 'Pixxi', 'Shyne', 'Todo Moda'"," 'Maskota', 'Mundo Mascotas'","'Adelita Boutique', 'Carlo Rossano', 'Comodissima', 'Deus', 'España Directo', 'Jeans West', 'Marcel', 'Mateos', ""Ricardo's"", 'Yatzelly'"," 'Bless', 'Gotti', 'Zapatitos Azul y Rosa'","'Óptica del Sol', 'Óptica Moriel', 'Ópticas Devlyn'",'Filati Estambres',"'Antigua Taqueria La Oriental', 'Burritos Factory', 'Cemitas El Carmen', 'Delichurros', ""Domino's Pizza"", 'Hawaiian Paradise', 'La Estación', 'Le Crêpe de Dêsire', 'Los Pinchos', ""McDonald's"", 'Mi Viejo Pueblito', 'Pozolería Matamoros', 'Shirushi', 'Subway', 'Super Ensaladas', 'Taco Inn', 'Yong Li'"," 'Distribuidora Luva', 'Fraiche', 'GNC', 'La Tienda del Dólar', 'Model Art Spa', 'Rosmarinus', 'Sessanta'",", 'Ayuntamiento de Cuautlancingo', 'Banamex', 'BBVA', 'Cajero Banorte', 'Cerrajería Espinoza y Arista', 'Empeños Mexicanos', 'Famsa', 'Farmacias Similares', 'Farmatodo', 'HSBC', 'Iusacell', 'Laboratorios Semin Siglo XXI', 'Lavado de Autos Cruz del Sur', 'Llantera Kumho Tires', 'Peluquería Retro D.M.', 'Prendamex', 'Santander', 'Scotiabank', 'The Global Foot', 'Tintorerías MAX', 'Tiri Tori'"," 'Apartacel', 'Electrónica Labastida', 'Nextel', 'RadioShack', 'Telcel Ecomor', 'Telcel The Phone House'",0,19,104
centro comercial altacia,Fashion Mall,"Guanajuato Leon, Guan...",si,si,si,si,3 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centro atizapan,Lifestyle Center,CDMX,si,si,si,si,2 niveles,Oxxo'," 'Café Punta del Cielo', 'La Michoacana'",0,0,0,0,Reload',Fitness Center Atizapán',0,"'Human Concepto Creativo', 'Kamaleone', 'Modho Mueblerías'",0,0,0,0,0,0,"'Caciato', 'La Gran Patrona', 'Sabores Boutique Gourmet', 'Tacos de la Abuela', 'Tortas La Michoacana'",0,"'Atigas', 'Banamex', 'CFE', 'Evercil', 'Farmacias Benavides', 'Glow Hair Salon', 'Grupo Automundo', 'Iusacell', 'MAPFRE', 'Meineke', 'Prolaif Análisis Clínicos', 'Servi Optic', 'Shutzpro Auto Detailing', 'Smart Clean'",0,0,7,27
center plazas ecatepec,Lifestyle Center,Estado de ... Ecatepec d...,si,si,si,si,2 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calzada 401,Lifestyle Center,Nuevo Leó... San Pedro ...,si,si,si,si,3 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cad mexico design center office tower,Lifestyle Center,CDMX,si,si,si,si,5 niveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'AT&T',0,0,1,1
bugambilia plaza cuernavaca,Lifestyle Center,Morelos Cuernavaca,si,si,si,si,3 niveles,0,"'Café Central', 'Dulce Pastel'",Perugia',0,"'Arena', 'Fullsand', 'Puma Time'",Red mango',"Alboa', 'Cinemex'",Sports World',0,0,"'Bizzarro', 'Cristal Joyas', 'Todo Moda', 'Victorinox'",0," 'Aldo Conti', 'HPC Polo', ""Men's Fashion"", 'Zingara Swimwear', '¡Ay Güey!'",0,"'Ópticas Lux', 'Sunglass Hut'",0,0,"'Frisor Salón', 'GNC', 'Sally Beauty'",'AT&T',MacStore',0,12,26
bazar pericoapa,Lifestyle Center,CDMX,si,si,si,si,1 nivel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
antea lifestyle center,Lifestyle Center,Querétaro Santiago d...,si,si,si,si,3 niveles,0,"'Häagen Dazs', 'Krispy Kreme', 'La Crêpe Parisienne', 'La Cupcakería', 'Moyo Frozen Yogurt', 'Neve Gelato', ""Nuny's Yogurt"", 'Nutrisa', 'Starbucks', 'Teavana', 'Yogen Früz'","Aldo', 'Birkenstock', 'Brantano', 'Camper', 'Capa de Ozono', 'Coqueta y Audaz', 'Dione', 'Flexi', 'Georgie Boy', 'Gula', ""Hill's Collection"", 'Merrell', 'Mistertennis', 'Nike', 'Nine West', 'Skechers', 'Steve Madden', ""The Athlete's Foot"", 'Vans', 'Yayas'",Liverpool',"'Adidas', 'Adidas Originals', 'Innovasport', 'Just 4 Run', 'New Balance', 'Puma', 'Puma Time', 'Salomon'",Chilim Balam'," 'Cinépolis', 'Game Planet'",0,0,"'Crate & Barrel', 'El Palacio de Hierro', 'The Home Store', ","Be Watch', 'Cloe', 'Coach', 'Daniel Espinosa', 'Emwa', 'Kipling', 'Krono Shop', 'LeSportsac', 'Mario Hernandez', 'Pandora', 'Sanrio', 'Swarovski', 'Tous'",0,"Acapella', 'Adolfo Dominguez', 'Adrianna Papell', 'Aéropostale', 'Aldo Conti', 'American Eagle Outfitters', 'Armani Exchange', 'BCBGMAXAZRIA', 'Bebe', 'Bershka', 'Bimba y Lola', 'Brooks Brothers', 'C&A', 'Call It Spring', 'Calvin Klein', 'Calzedonia Intimissimi', 'Chaps', 'Cortefiel', 'Cuadra', 'Cuidado con el Perro', 'Desigual', 'El Ganso', 'Express', 'Ferrioni', 'Forever 21', 'Gap', 'Guess', 'H&M', 'Hackett', 'Harmont & Blaine', 'Hugo Boss', 'Ivonne', 'Julio', 'Karen Millen', 'Kenneth Cole', 'La Martina', 'Lacoste', ""Levi's"", 'Liz Minelli', 'LOB', 'LOB Footwear', 'Loft', 'Massimo Dutti', ""Men's Fashion"", 'Michael Kors', 'October', 'Old Navy', 'Oysho', 'P.S. from Aéropostale', 'Pepe Jeans', 'Piel de Toro', 'Pull & Bear', 'Quarry Jeans', 'Rapsodia', 'Scalpers', 'Scappino', 'Scotch & Soda', 'Sfera', 'Springfield', 'Stradivarius', 'Studio F', 'Tendenza', 'Tommy Hilfiger', 'True Religion', 'United Colors of Benetton', 'Uterqüe', 'Vanity', ""Victoria's Secret"", ""Women'secret"", 'Zara', 'Zara Home', 'Zingara Swimwear', '¡AA!XCXYY'","'Gocco', 'Juguetron', 'Nanos'","'Ópticas Devlyn', 'Optikal & Krono Shop', 'Visage Ópticas'",0," 'Argentina Express', 'Bistró 1888', 'Burger King', 'California Pizza Kitchen', ""Chili's"", 'China Express', ""Domino's Pizza"", 'Garabatos', 'Green Grass', 'Ikebana', ""Italianni's"", ""L'Ostería de I'l Duomo"", 'La Cervecería de Barrio', 'La Ciudad de Colima', 'Mami Olé', ""P.F. Chang's"", 'Quiznos', 'Restaurante Liverpool y Experie...', 'Santo Mar', 'Sbarro', 'Sixties Burger', 'Steak Company', 'Subway', 'Sushi Roll', 'Taco Inn'","'GNC', ""L'Occitane en Provence"", 'Lush', 'MAC Cosmetics', 'Prédiré', 'Sally Beauty', 'Sephora'","BBVA ', 'Intercam', 'Iusacell', 'Multiva', 'Santander', 'Telcel'","'iShop Mixup', 'Steren'",'La Europea',16,179
antara fashion hall,Lifestyle Center,CDMX,si,si,si,si,3 niveles,0,"'Café Society', 'Moyo Frozen Yogurt', 'Nespresso', 'Neve Gelato', 'Nutrisa', 'Splendido', 'Starbucks', 'Teavana'","'Aldo', 'Brantano', 'Nike', 'Nine West', 'Steve Madden', 'Stuart Weitzman', 'UGG', 'Vince Camuto'",0,"Adidas', 'Puma'","L'atelier du chocolat, 'Nuts & More'"," 'Cinemex', 'Fat Crow', 'Game Planet', 'Joy Room', 'PlayCity Casino', 'Ragga', 'Voila Acoustique'",Sports World','Librería Porrúa'," 'Casa Palacio', 'Crate & Barrel', 'Tilita', 'Viajes Palacio'","Berger Joyeros', 'Coach', 'Kipling', 'Longchamp', 'Mario Hernandez', 'Mobo', 'Pandora', 'Samsonite', 'Swarovski', 'Tous'",0,"'Abercrombie', 'AX', 'Bdba', 'Bebe', 'Bershka', 'Bimba y Lola', 'Bloom', 'Brooks Brothers', 'Burberry', 'Calvin Klein', 'Carolina Herrera', 'Desigual', 'El Ganso', 'Emporio Armani', 'Express', 'Guess', 'Hackett', 'Hugo Boss', 'Johnston & Murphy', 'Juicy Couture', 'Julio', 'Kate Spade', 'La Martina', 'Lab by Pal Zileri', 'Lacoste', 'Mango', 'Marc Jacobs', 'Marella', 'Massimo Dutti', 'Michael Kors', 'Nautica', 'Oysho', 'Pantera', 'Pepe Jeans', 'Pull & Bear', 'Purificación García', 'Quiksilver', 'Rapsodia', 'Scalpers', 'Theory', 'Thomas Pink', 'Tommy Hilfiger', 'Tory Burch', 'United Colors of Benetton', 'Uterqüe', ""Victoria's Secret"", ""Women'secret"", 'Zara', 'Zara Home', 'Zingara Swimwear'","'Gocco', 'Hamleys', 'Imaginarium', 'Neck & Neck'","'Optikal & Krono Shop', 'Sunglass Hut'",0,"'50 Friends', 'Arrachera House', 'Burger King', ""Chili's"", 'China Express', 'Erawan', 'Frutos Prohibidos', 'Green Grass', ""Jack's Butcher"", 'La Ciudad de Colima', ""McDonald's"", 'Moshi Moshi', 'Odeon', 'PalacioRestaurante', 'Panda Express', 'Quiznos', 'Sbarro', 'Sixties Burger', 'Snob Bistro', 'Spoleto', 'Sushi Itto', 'Syrah', 'Taco Inn', ""Toto's"", 'Which Wich'","'Chanel', 'GNC', ""Kiehl's"", ""L'Occitane en Provence"", 'MAC Cosmetics', 'Sephora', 'The Body Shop'","'BBVA ', 'E Bus', 'Interjet', 'Iusacell', 'IXE', 'Scotiabank', 'Turibus'","'A-Móvil', 'iShop Mixup'",0,16,140
angelopolis centro comercial,Lifestyle Center,Puebla Puebla,si,si,si,si,2 niveles,0,"'El Globo', 'Neve Gelato', 'Nutrisa', 'The Italian Coffee', 'Topolino'","'Donna', 'Dorothy Gaynor', 'El Borcegui', 'Florsheim', 'Georgie Boy', 'Gula', 'Jean Pierre', 'Michel Domit', 'Mistertennis', 'Nike', 'Nine West', 'Paws Zapatería', 'Prada', 'Skechers', 'Sorrento', ""The Athlete's Foot"", 'Vans', 'VIA UNO'","Liverpool', 'Sanborns', 'Sears'","'Adidas', 'Fitness Station', 'Martí', 'Puma', 'Puma Time'",0,"'Casino Palace', 'Cinépolis', 'Game Planet', 'Mixup'",,"'Noble House', 'Photofolio'","'Cocinas Quetzal', 'El Palacio de Hierro', 'La Casa de los Sueños', 'Tempur', 'Treveris'","'Bauer', 'Cristal Joyas', 'Daniel Espinosa', 'Fancy Joyería', ""Gabriela's"", 'Joyerías Leo', 'Kipling', 'Living Diamond', 'Mobo', 'Omega', 'Onix', 'Sanrio', 'Solo Diamantes', 'Suargo', 'Swarovski', 'Swatch', 'Tane', 'Todo Moda', 'Torres Joyas', 'Tous'",'Maskota',"'7 Camicie', 'Adolfo Dominguez', 'Aldo Conti', 'Ave María', 'BARI Swimwear', 'Bershka', 'Bimba y Lola', 'Bruno Corza', 'C&A', 'Carlo Rossano', 'Charme', 'Dockers', 'Ermenegildo Zegna', 'Ferrioni', 'Finissimo', 'Fiorentina', 'Garoto Desigual', 'Hang Ten', 'Hugo Boss', 'Ivonne', 'Lacoste', ""Levi's"", 'LOB', 'LOB Footwear', 'Loft', 'Mama Mia', 'Mango', 'Massimo Dutti', 'Nicholas', 'Original Penguin', 'Oysho', 'Pull & Bear', ""Robert's"", 'Scappino', 'Shasa', 'Soley', 'Springfield', 'Tendenza', 'To Be Fashion Action', 'United Colors of Benetton', 'Violeta by Mango', ""Women'secret"", 'Zara', 'Zara Home'"," 'Campanita & Kids', 'Catimini', 'Juguetron', 'Teddy Mountain'","'Ópticas América', 'Ópticas Devlyn', 'Ópticas Lux', 'Sunglass Hut'",Luxury hall',"'100% Natural', 'Allegue', 'Antigua Taqueria La Oriental', ""Beefer's"", 'Boccanera', 'Boku', ""Chili's"", 'Donato Camarano', 'El Parrillaje', ""Italianni's"", 'KFC', 'La Cueva del Zorro', ""McDonald's"", 'Palacio Chino', 'Pizza Hut', 'Quiznos', 'Real de Pastor', 'Rincón de la Arrachera', 'Salomé', 'Shirushi', 'Subway'","'Botanicus', 'GNC', ""L'Occitane en Provence"", 'Orogold Cosmetics', 'Phiten', 'Rosmarinus', 'Sally Beauty', 'The Body Shop', 'Universo Garden Angels'","'Iusacell', 'Scotiabank', 'St. Tropez', 'Telcel'","'Canon', 'iShop Mixup', 'IVS Celular', 'Nextel', 'RadioShack', 'Sony Store', 'Steren Shop'",0,17,158
andares centro comercial,Fashion Mall,Jalisco Zapopan,si,si,si,si,3 niveles,Oxxo',"Helados Dolphy', 'Krispy Kreme', 'La Crêpe Parisienne', 'La Crêpe Parisienne', 'Nespresso', 'Pal Zileri', 'Sega Italian Coffee & Bar', 'Starbucks Coffee', 'Teavana', 'Teavana', 'Yogen Früz'","Aldo', 'Birkenstock', 'Brantano', 'Camper', 'Converse', 'Coqueta y Audaz', 'Dione', 'Flexi', 'Gran Vía', 'Gula', 'Merrell', 'Mistertennis', 'Nike', 'Nine West', 'Skechers', 'Steve Madden', 'Stuart Weitzman', ""The Athlete's Foot"", 'Vince Camuto'",Liverpool'," 'Adidas', 'Adidas Originals', 'EzyRoller', 'Fitness Station', 'Puma', 'Quicksilver ', 'Run Freaks'","Arnoldi', 'Great American Cookies', 'Pie In The Sky'","'Cinépolis VIP', 'Game Planet', 'Magic Party ', 'PlayCity Casino', 'Up n Joy'",,"Balloons', 'Gonvill'"," 'Case - Carpintería + Mobiliaria', 'El Palacio de Hierro', 'Karen Collignon', 'Natuzzi ', 'Smart Bamboo', 'Tempur', 'Zara Home'","'Barcino Bissú', 'Cap Shack ', 'Cloe', 'Coach', 'Dream Jewelry ', 'Emwa', 'Galitt', 'JP, Joyerías de autor.', 'Kipling', 'La Pequeña Suiza', 'LeSportsac', 'Mobo', 'Onix', 'Piel de Plata ', 'Santa María', 'Tanya Moss', 'Techno Marine', 'Tous', 'Uno de 50'",Maskota'," '98 Coast Av.', 'Adolfo Dominguez', 'Aerie', 'BCBGMaxazria', 'Bershka', 'Bimba y Lola', 'Brooks Brothers', 'Burberry', 'Calvin Klein Jeans', 'Cuadra', 'Desigual', 'Diesel', 'Dockers', 'El Ganso', 'Express', 'Faconnable', 'Forever 21', 'Gap', 'Guess', 'H&M', 'Hackett', 'High Life', 'Hugo Boss', 'Kappela', 'Karen Millen', 'Lacoste', ""Levi's"", 'Massimo Dutti', 'Michael Kors', 'Oysho', 'Pepe Jeans', 'Porte XII', 'Pronovias', 'Pull & Bear', 'Rapsodia', 'Refuse', 'Scappino', 'Sfera', 'Socks Central', 'Studio F', 'Thomas Pink', 'Tommy Hilfiger', 'True Religion', 'United Colors of Benetton', 'Uterqüe', 'Vans By El Nierika', ""Victoria's Secret"", ""Women'secret"", 'Zingara Swimwear'","Carter's, 'Chicco', 'Imaginarium'","'Kauffman Ópticas', 'Ópticas Devlyn', 'Sunglass Hut'",0,"'Burger King', ""Carl's Jr."", ""Chili's"", 'Comida China Express', 'El Pollo Pepe', 'La Ciudad de Colima', 'La Cueva de Chucho', 'La Docena Oyster Bar & Grill', 'La Moresca ', 'La Pasteria ', 'La Vaca Argentina', 'Loló Cocina y Vino', 'Mr. Sushi', 'Outback Steakhouse', ""P.F. Chang's"", 'Papalomas', 'Qin', 'Restaurante Liverpool y Experie...', 'Santo Mar', 'Sbarro', 'Sr. Che', 'Subway', 'Super Salad', 'Sushi Factory ', 'Taco Inn', 'Tacos Paza', 'Talento ', 'The Sushi & Salads, Co. ', 'Vincent'","'GNC', ""Kiehl's"", ""L'Occitane en Provence"", 'Lejaim Hair', 'Lejaim Spa', 'MAC Cosmetics', 'Natural Scents', 'Norma Ponce ', 'Orogold Cosmetics', 'Patrice Coiffure ', 'Sephora', 'Shifra Spa ', 'The Body Shop'","28:20 Studio', '28:20 TKD Academy', 'Actinver', 'Banorte', 'BBVA ', 'Centro Atención a Clientes Telcel', 'CIBanco', 'Colors Little Park', 'Dentalia', 'Farmacias Guadalajara', 'Flotis Kinderpool', 'Global Shield', 'HSBC', 'HSBC', 'HSBC Premier', 'IXE', 'IXE', 'Price Travel', 'Santander', 'Scotiabank', 'Sevilla Sol Viajes ', 'Sky', 'Telcel'"," 'MacStore', 'Moviltech', 'Movistar', 'Nextel', 'Outdoor Sport Retailer', 'Samsung ', 'Steren'"," 'Gourmet Palacio', 'Vinos América'",19,206
andador interlomas,Lifestyle Center,Estado de ... Huixquiluc...,si,si,si,si,2 niveles,"'Chef Market', 'Fresko Comercial Mexicana","'Cielito Querido Café', 'Da Silva Panadería Artesanal', 'Jekemir Café', 'La Michoacana', 'Nutrisa', 'Pearl Yum'",0,0,0,"'Sweet Manía', 'Vainilla y Chocolate Mya'",0,," ""D'Koko""","EnmarcArte', 'Hunter Douglas', 'Sleep Mart'",0,0,0,0,0,0,"'Pizza Hut', 'ROCK & WOK', 'Subway', 'Sushi Roll'",0,"Aisha', 'Arréglalo', 'BanBajío', 'Cuco & Guille', 'Green Clean', 'Municipio Huixquilucan', 'Tintorería Bosques'",0,'Habibi Biblos',8,26
altaria centro comercial,Lifestyle Center,Aguascalientes,si,si,si,si,2 niveles,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
alia sky living,LifeStyle Center,Querétaro Querétaro,si,si,si,si,2 niveles,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
